orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed,database_sources
INOSINE[c],INOSINE,MNXM334,MNXM334[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
AMMONIUM[c],AMMONIUM,MNXM729302,AMMONIUM[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
Odd__45__Straight__45__Chain__45__234__45__Sat__45__FA[c],Odd-Straight-Chain-234-Sat-FA,MNXM726853,MNXM726853[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
AMP[c],AMP,MNXM728294,MNXM728294[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
PPI[c],PPI,MNXM11,MNXM11[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
ADP[c],ADP,MNXM40333,MNXM40333[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
PHYTOL[c],PHYTOL,MNXM2712,MNXM2712[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
NAD[c],NAD,MNXM8,MNXM8[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
NADH[c],NADH,MNXM10,MNXM10[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
2E__45__5Z__45__tetradeca__45__2__45__5__45__dienoyl__45__ACPs[c],2E-5Z-tetradeca-2-5-dienoyl-ACPs,MNXM147899,MNXM147899[c],c,TRUE,MetanetX conversion,TRUE,metanetx
PHOSPHORYL__45__CHOLINE[c],PHOSPHORYL-CHOLINE,MNXM229,MNXM229[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
RHAMNOSE[c],RHAMNOSE,MNXM3536,MNXM3536[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
CPD0__45__1112[c],CPD0-1112,MNXM5074,MNXM5074[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
5Z__45__tetradec__45__5__45__enoyl__45__ACPs[c],5Z-tetradec-5-enoyl-ACPs,MNXM147907,MNXM147907[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__541[c],CPD-541,MNXM1517,MNXM1517[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
D__45__MYO__45__INOSITOL__45__1__45__MONOPHOSPHATE[c],D-MYO-INOSITOL-1-MONOPHOSPHATE,MNXM737936,MNXM737936[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD0__45__1122[c],CPD0-1122,MNXM732768,MNXM732768[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD0__45__1123[c],CPD0-1123,MNXM732767,MNXM732767[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__171[c],CPD-171,MNXM733599,MNXM733599[c],c,TRUE,MetanetX conversion,TRUE,metanetx
DOLICHOLP[c],DOLICHOLP,MNXM731232,MNXM731232[c],c,TRUE,MetanetX conversion,FALSE,metanetx
MANNOSE[c],MANNOSE,MNXM731376,MANNOSE[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, chebi"
SULFATE[c],SULFATE,MNXM58,MNXM58[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
MALONYL__45__ACP[c],MALONYL-ACP,MNXM731939,MNXM731939[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Chondroitin__45__N__45__acetyl__45__galactosamines[c],Chondroitin-N-acetyl-galactosamines,MNXM1373138,MNXM1373138[c],c,TRUE,MetanetX conversion,TRUE,metanetx
7Z__45__3__45__oxo__45__hexadec__45__7__45__enoyl__45__ACPs[c],7Z-3-oxo-hexadec-7-enoyl-ACPs,MNXM147908,MNXM147908[c],c,TRUE,MetanetX conversion,TRUE,metanetx
ACP[c],ACP,MNXM740695,MNXM740695[c],c,TRUE,MetanetX conversion,FALSE,metanetx
CHONDROITIN__45__4__45__SULFATE[c],CHONDROITIN-4-SULFATE,MNXM1372923,MNXM1372923[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Heparan__45__sulfate__45__L__45__iduronate[c],Heparan-sulfate-L-iduronate,MNXM730871,MNXM730871[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Ubiquinones[c],Ubiquinones,MNXM731778,MNXM731778[c],c,TRUE,MetanetX conversion,FALSE,metanetx
Heparan__45__sulfate__45__L__45__IdoA__45__2S[c],Heparan-sulfate-L-IdoA-2S,MNXM741647,MNXM741647[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Heparan__45__NAc__45__Glc__45__6S[c],Heparan-NAc-Glc-6S,MNXM727175,Heparan-NAc-Glc-6S[c],c,TRUE,MetanetX conversion,TRUE,metanetx
FERRICYTOCHROME__45__B5[c],FERRICYTOCHROME-B5,MNXM726594,FERRICYTOCHROME-B5[c],c,TRUE,MetanetX conversion,TRUE,metanetx
LINOLEIC_ACID[c],LINOLEIC_ACID,MNXM1108069,MNXM1108069[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
9__45__CIS11__45__TRANS__45__OCTADECADIENOATE[c],9-CIS11-TRANS-OCTADECADIENOATE,MNXM1372123,MNXM1372123[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__8091[c],CPD-8091,MNXM7973,MNXM7973[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
FERROCYTOCHROME__45__B5[c],FERROCYTOCHROME-B5,MNXM726611,FERROCYTOCHROME-B5[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__8092[c],CPD-8092,MNXM9560,MNXM9560[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
LINOLENIC_ACID[c],LINOLENIC_ACID,MNXM1108302,MNXM1108302[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
CPD__45__2181[c],CPD-2181,MNXM731737,MNXM731737[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
LINOLENOYL__45__COA[c],LINOLENOYL-COA,MNXM741808,MNXM741808[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__2182[c],CPD-2182,MNXM6595,MNXM6595[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__8088[c],CPD-8088,MNXM7977,MNXM7977[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__8093[c],CPD-8093,MNXM7978,MNXM7978[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
N__45__ALPHA__45__ACETYLORNITHINE[c],N-ALPHA-ACETYLORNITHINE,MNXM817,MNXM817[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
L__45__ORNITHINE[c],L-ORNITHINE,MNXM741175,MNXM741175[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
ACET[c],ACET,MNXM26,MNXM26[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
2__45__KETOGLUTARATE[c],2-KETOGLUTARATE,MNXM1369648,MNXM1369648[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
GLT[c],GLT,MNXM741173,MNXM741173[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
CPD__45__469[c],CPD-469,MNXM1062,MNXM1062[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD__45__612[c],CPD-612,MNXM1370248,MNXM1370248[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__15972[c],CPD-15972,MNXM734836,MNXM734836[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
Glucopyranose[c],Glucopyranose,MNXM735619,MNXM735619[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, chebi"
CPD__45__12384[c],CPD-12384,MNXM12636,MNXM12636[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__4578[c],CPD-4578,MNXM1372351,MNXM1372351[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__12385[c],CPD-12385,MNXM12635,MNXM12635[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
NADH__45__P__45__OR__45__NOP[c],NADH-P-OR-NOP,MNXM1369394,MNXM1369394[c],c,TRUE,MetanetX conversion,TRUE,metanetx
S__45__ADENOSYLMETHIONINE[c],S-ADENOSYLMETHIONINE,MNXM16,MNXM16[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
2__45__OCTAPRENYL__45__6__45__HYDROXYPHENOL[c],2-OCTAPRENYL-6-HYDROXYPHENOL,MNXM1369421,MNXM1369421[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD__45__12388[c],CPD-12388,MNXM1365944,MNXM1365944[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
2__45__OCTAPRENYL__45__6__45__METHOXYPHENOL[c],2-OCTAPRENYL-6-METHOXYPHENOL,MNXM1369561,MNXM1369561[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
ADENOSYL__45__HOMO__45__CYS[c],ADENOSYL-HOMO-CYS,MNXM19,MNXM19[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
OCTAPRENYL__45__METHYL__45__METHOXY__45__BENZQ[c],OCTAPRENYL-METHYL-METHOXY-BENZQ,MNXM732067,MNXM732067[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, chebi"
CPD__45__12387[c],CPD-12387,MNXM1365946,MNXM1365946[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
4__45__METHYL__45__824__45__CHOLESTADIENOL[c],4-METHYL-824-CHOLESTADIENOL,MNXM731872,MNXM731872[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
5__45__HYDROXY__45__CONIFERALDEHYDE[c],5-HYDROXY-CONIFERALDEHYDE,MNXM3506,MNXM3506[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
OCTAPRENYL__45__METHOXY__45__BENZOQUINONE[c],OCTAPRENYL-METHOXY-BENZOQUINONE,MNXM1373896,MNXM1373896[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
SINAPALDEHYDE[c],SINAPALDEHYDE,MNXM2283,MNXM2283[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
CPD__45__4579[c],CPD-4579,MNXM741158,MNXM741158[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
2__45__OCTAPRENYLPHENOL[c],2-OCTAPRENYLPHENOL,MNXM1369628,MNXM1369628[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD__45__12390[c],CPD-12390,MNXM10224,MNXM10224[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__12391[c],CPD-12391,MNXM1363468,MNXM1363468[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__4580[c],CPD-4580,MNXM739479,MNXM739479[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__12393[c],CPD-12393,MNXM10338,MNXM10338[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__4702[c],CPD-4702,MNXM739474,MNXM739474[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__12139[c],CPD-12139,MNXM14349,MNXM14349[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__19502[c],CPD-19502,MNXM144798,MNXM144798[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Elemental__45__Sulfur[c],Elemental-Sulfur,MNXM729434,MNXM729434[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD__45__19504[c],CPD-19504,MNXM166526,MNXM166526[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__19503[c],CPD-19503,MNXM164101,MNXM164101[c],c,TRUE,MetanetX conversion,TRUE,metanetx
3__45__PHENYLPROPIONATE[c],3-PHENYLPROPIONATE,MNXM1403,MNXM1403[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD__45__14673[c],CPD-14673,MNXM101882,MNXM101882[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
Starch[c],Starch,MNXM725911,MNXM725911[c],c,TRUE,MetanetX conversion,FALSE,metanetx
Large__45__branched__45__glucans[c],Large-branched-glucans,MNXM12088,MNXM12088[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Long__45__linear__45__glucans[c],Long-linear-glucans,MNXM7496,MNXM7496[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Linear__45__Malto__45__Oligosaccharides[c],Linear-Malto-Oligosaccharides,MNXM8843,MNXM8843[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__3628[c],CPD-3628,MNXM3346,MNXM3346[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__3629[c],CPD-3629,MNXM6059,MNXM6059[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
Ox__45__NADPH__45__Hemoprotein__45__Reductases[c],Ox-NADPH-Hemoprotein-Reductases,MNXM729100,Ox-NADPH-Hemoprotein-Reductases[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__3630[c],CPD-3630,MNXM5353,MNXM5353[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__14741[c],CPD-14741,MNXM97361,MNXM97361[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
N__45__6__45__AMINOHEXANOYL__45__6__45__AMINOHEXANOATE[c],N-6-AMINOHEXANOYL-6-AMINOHEXANOATE,MNXM2137,MNXM2137[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__884[c],CPD-884,MNXM2339,MNXM2339[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CYCLOARTENOL[c],CYCLOARTENOL,MNXM728056,MNXM728056[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
CPD__45__10689[c],CPD-10689,MNXM6079,MNXM6079[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
N1__45__ACETYLSPERMINE[c],N1-ACETYLSPERMINE,MNXM600,MNXM600[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
CPD__45__11271[c],CPD-11271,MNXM6340,MNXM6340[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
CPD__45__313[c],CPD-313,MNXM350,MNXM350[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
UDP__45__GLUCURONATE[c],UDP-GLUCURONATE,MNXM87,MNXM87[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
CPD__45__11398[c],CPD-11398,MNXM18963,MNXM18963[c],c,TRUE,MetanetX conversion,TRUE,metanetx
UDP[c],UDP,MNXM17,MNXM17[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
L__45__THYROXINE[c],L-THYROXINE,MNXM726866,MNXM726866[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
LIOTHYRONINE[c],LIOTHYRONINE,MNXM1013,MNXM1013[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
CPD__45__11400[c],CPD-11400,MNXM14482,MNXM14482[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
LYS[c],LYS,MNXM1104802,MNXM1104802[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
8__45__AMINO__45__7__45__OXONONANOATE[c],8-AMINO-7-OXONONANOATE,MNXM726864,MNXM726864[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
DIAMINONONANOATE[c],DIAMINONONANOATE,MNXM1140,MNXM1140[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
R__45__2__45__HYDROXYGLUTARATE[c],R-2-HYDROXYGLUTARATE,MNXM733230,MNXM733230[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
Acceptor[c],Acceptor,MNXM8975,MNXM8975[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg"
Donor__45__H2[c],Donor-H2,MNXM36,MNXM36[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__208[c],CPD-208,MNXM730062,MNXM730062[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
PROTEIN__45__LIPOYLLYSINE[c],PROTEIN-LIPOYLLYSINE,MNXM7712,MNXM7712[c],c,TRUE,MetanetX conversion,TRUE,metanetx
MET[c],MET,MNXM738804,MNXM738804[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
CH33ADO[c],CH33ADO,MNXM316,MNXM316[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
Unsulfurated__45__Sulfur__45__Acceptors[c],Unsulfurated-Sulfur-Acceptors,MNXM96151,MNXM96151[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Oxidized__45__2Fe__45__2S__45__Ferredoxins[c],Oxidized-2Fe-2S-Ferredoxins,MNXM20146,MNXM20146[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Octanoylated__45__Gcv__45__H[c],Octanoylated-Gcv-H,MNXM97429,MNXM97429[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Sulfurated__45__Sulfur__45__Acceptors[c],Sulfurated-Sulfur-Acceptors,MNXM162398,MNXM162398[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Reduced__45__2Fe__45__2S__45__Ferredoxins[c],Reduced-2Fe-2S-Ferredoxins,MNXM21524,MNXM21524[c],c,TRUE,MetanetX conversion,TRUE,metanetx
CPD__45__196[c],CPD-196,MNXM734507,MNXM734507[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
a__45__pyruvate__45__dehydrogenase__45__E2__45__protein__45__Nsup[c],a-pyruvate-dehydrogenase-E2-protein-Nsup,MNXM147959,MNXM147959[c],c,TRUE,MetanetX conversion,TRUE,metanetx
pyruvate__45__dehydrogenase__45__E2__45__lipoyl__45__carrier[c],pyruvate-dehydrogenase-E2-lipoyl-carrier,MNXM148692,MNXM148692[c],c,TRUE,MetanetX conversion,TRUE,metanetx
DEOXYINOSINE[c],DEOXYINOSINE,MNXM935,MNXM935[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
Pi[c],Pi,MNXM9,MNXM9[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
HYPOXANTHINE[c],HYPOXANTHINE,MNXM732487,MNXM732487[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
DEOXY__45__D__45__RIBOSE__45__1__45__PHOSPHATE[c],DEOXY-D-RIBOSE-1-PHOSPHATE,MNXM734610,MNXM734610[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, chebi"
DNA__45__deoxycytidine__45__thymidine__45__dimer[c],DNA-deoxycytidine-thymidine-dimer,MNXM743871,DNA-deoxycytidine-thymidine-dimer[c],c,TRUE,MetanetX conversion,TRUE,metanetx
Light[c],Light,MNXM517,MNXM517[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, chebi"
DNA__45__Cytidines[c],DNA-Cytidines,MNXM1089725,MNXM1089725[c],c,TRUE,MetanetX conversion,TRUE,metanetx
DNA__45__thymidines[c],DNA-thymidines,MNXM1101161,DNA-thymidines[c],c,TRUE,MetanetX conversion,TRUE,metanetx
ACETALD[c],ACETALD,MNXM75,MNXM75[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
GAP[c],GAP,MNXM739946,MNXM739946[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
DEOXY__45__RIBOSE__45__5P[c],DEOXY-RIBOSE-5P,MNXM732594,MNXM732594[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, chebi"
GLUTARATE[c],GLUTARATE,MNXM1021,MNXM1021[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, kegg, chebi"
GLUTARYL__45__COA[c],GLUTARYL-COA,MNXM735152,MNXM735152[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, kegg, chebi"
MALONYL__45__COA[c],MALONYL-COA,MNXM735439,MNXM735439[c],c,TRUE,MetanetX conversion,TRUE,"metanetx, bigg, kegg, chebi"
