taxonomy_id,lineage,db_name,taxon,cultivatedCrops,deciduousForest,dwarfScrub,emergentHerbaceousWetlands,evergreenForest,grasslandHerbaceous,mixedForest,pastureHay,sedgeHerbaceous,shrubScrub,woodyWetlands
114615,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. ORS 278,soil_microbe_db,Bradyrhizobium sp. ORS 278,1,1,1,1,1,1,1,1,1,1,1
1855318,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. Gha,soil_microbe_db,Bradyrhizobium sp. Gha,1,1,1,1,1,1,1,1,1,1,1
2940622,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. BR13661,soil_microbe_db,Bradyrhizobium sp. BR13661,1,1,1,1,1,1,1,1,1,1,1
142585,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. C9,soil_microbe_db,Bradyrhizobium sp. C9,1,1,1,1,1,1,1,1,1,1,1
1839752,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. G22,soil_microbe_db,Bradyrhizobium sp. G22,1,1,1,1,1,1,1,1,1,1,1
508868,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium genosp. SA-3,soil_microbe_db,Bradyrhizobium genosp. SA-3,1,1,1,1,1,1,1,1,1,1,1
754500,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. WSM1417,soil_microbe_db,Bradyrhizobium sp. WSM1417,1,1,1,1,1,1,1,1,1,1,1
1882760,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. OK095,soil_microbe_db,Bradyrhizobium sp. OK095,1,1,1,1,1,1,1,1,1,1,1
319003,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. WSM1253,soil_microbe_db,Bradyrhizobium sp. WSM1253,1,1,1,1,1,1,1,1,1,1,1
551936,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. STM 3809,soil_microbe_db,Bradyrhizobium sp. STM 3809,1,1,1,1,1,1,1,1,1,1,1
1325112,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCBAU 53340,soil_microbe_db,Bradyrhizobium sp. CCBAU 53340,1,1,1,1,1,1,1,1,1,1,1
1445730,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. cir1,soil_microbe_db,Bradyrhizobium sp. cir1,1,1,1,1,1,1,1,1,1,1,1
1855319,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. Ghvi,soil_microbe_db,Bradyrhizobium sp. Ghvi,1,1,1,1,1,1,1,1,1,1,1
1144344,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. YR681,soil_microbe_db,Bradyrhizobium sp. YR681,1,1,1,1,1,1,1,1,1,1,1
1566285,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. NFR13,soil_microbe_db,Bradyrhizobium sp. NFR13,1,1,1,1,1,1,1,1,1,1,1
2489596,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. RP6,soil_microbe_db,Bradyrhizobium sp. RP6,1,1,1,1,1,1,1,1,1,1,1
1325111,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCBAU 53338,soil_microbe_db,Bradyrhizobium sp. CCBAU 53338,1,1,1,1,1,1,1,1,1,1,1
2807665,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0177,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0177,1,1,1,1,1,1,1,1,1,1,1
1390116,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. WBAH10,soil_microbe_db,Bradyrhizobium sp. WBAH10,1,1,1,1,1,1,1,1,1,1,1
1325114,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCBAU 53351,soil_microbe_db,Bradyrhizobium sp. CCBAU 53351,1,1,1,1,1,1,1,1,1,1,1
1128178,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCBAU 43298,soil_microbe_db,Bradyrhizobium sp. CCBAU 43298,1,1,1,1,1,1,1,1,1,1,1
2035447,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. Y36,soil_microbe_db,Bradyrhizobium sp. Y36,1,1,1,1,1,1,1,1,1,1,1
1126627,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. DOA9,soil_microbe_db,Bradyrhizobium sp. DOA9,1,1,1,1,1,1,1,1,1,1,1
1223566,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCGE-LA001,soil_microbe_db,Bradyrhizobium sp. CCGE-LA001,1,1,1,1,1,1,1,1,1,1,1
1380352,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. URHA0013,soil_microbe_db,Bradyrhizobium sp. URHA0013,1,1,1,1,1,1,1,1,1,1,1
1404888,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. 1(2017),soil_microbe_db,Bradyrhizobium sp. 1(2017),1,1,1,1,1,1,1,1,1,1,1
2807663,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0169,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0169,1,1,1,1,1,1,1,1,1,1,1
2807662,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0160,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0160,1,1,1,1,1,1,1,1,1,1,1
2133946,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. MOS003,soil_microbe_db,Bradyrhizobium sp. MOS003,1,1,1,1,1,1,1,1,1,1,1
2133947,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. MOS002,soil_microbe_db,Bradyrhizobium sp. MOS002,1,1,1,1,1,1,1,1,1,1,1
574934,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AT1,soil_microbe_db,Bradyrhizobium sp. AT1,1,1,1,1,1,1,1,1,1,1,1
2807672,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. KB893862 SZCCT0404,soil_microbe_db,Bradyrhizobium sp. KB893862 SZCCT0404,1,1,1,1,1,1,1,1,1,1,1
1325102,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. CCBAU 51765,soil_microbe_db,Bradyrhizobium sp. CCBAU 51765,1,1,1,1,1,1,1,1,1,1,1
1855322,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. Rc3b,soil_microbe_db,Bradyrhizobium sp. Rc3b,1,1,1,1,1,1,1,1,1,1,1
319017,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. WSM471,soil_microbe_db,Bradyrhizobium sp. WSM471,1,1,1,1,1,1,1,1,1,1,1
2807651,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0042,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0042,1,1,1,1,1,1,1,1,1,1,1
288000,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. BTAi1,soil_microbe_db,Bradyrhizobium sp. BTAi1,1,1,1,1,1,1,1,1,1,1,1
2807669,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0240,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0240,1,1,1,1,1,1,1,1,1,1,1
2807670,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0274,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0274,1,1,1,1,1,1,1,1,1,1,1
2807661,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sp. AUGA SZCCT0158,soil_microbe_db,Bradyrhizobium sp. AUGA SZCCT0158,1,1,1,1,1,1,1,1,1,1,1
1437360,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium erythrophlei,soil_microbe_db,Bradyrhizobium erythrophlei,1,1,1,1,1,1,1,1,1,1,1
722472,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium lablabi,soil_microbe_db,Bradyrhizobium lablabi,1,1,1,1,1,1,1,1,1,1,1
2840469,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium sediminis,soil_microbe_db,Bradyrhizobium sediminis,1,1,1,1,1,1,1,1,1,1,1
255045,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium canariense,soil_microbe_db,Bradyrhizobium canariense,1,1,1,1,1,1,1,1,1,1,1
280332,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium jicamae,soil_microbe_db,Bradyrhizobium jicamae,1,1,1,1,1,1,1,1,1,1,1
29448,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium elkanii,soil_microbe_db,Bradyrhizobium elkanii,1,1,1,1,1,1,1,1,1,1,1
634784,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium algeriense,soil_microbe_db,Bradyrhizobium algeriense,1,1,1,1,1,1,1,1,1,1,1
1518501,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium valentinum,soil_microbe_db,Bradyrhizobium valentinum,1,1,1,1,1,1,1,1,1,1,1
989370,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium manausense,soil_microbe_db,Bradyrhizobium manausense,1,1,1,1,1,1,1,1,1,1,1
1355477,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium diazoefficiens,soil_microbe_db,Bradyrhizobium diazoefficiens,1,1,1,1,1,1,1,1,1,1,1
312253,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium tropiciagri,soil_microbe_db,Bradyrhizobium tropiciagri,1,1,1,1,1,1,1,1,1,1,1
375,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium japonicum,soil_microbe_db,Bradyrhizobium japonicum,1,1,1,1,1,1,1,1,1,1,1
515499,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium rifense,soil_microbe_db,Bradyrhizobium rifense,1,1,1,1,1,1,1,1,1,1,1
43992,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium liaoningense,soil_microbe_db,Bradyrhizobium liaoningense,1,1,1,1,1,1,1,1,1,1,1
2605638,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium hipponense,soil_microbe_db,Bradyrhizobium hipponense,1,1,1,1,1,1,1,1,1,1,1
1755647,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium macuxiense,soil_microbe_db,Bradyrhizobium macuxiense,1,1,1,1,1,1,1,1,1,1,1
2721161,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium australiense,soil_microbe_db,Bradyrhizobium australiense,1,1,1,1,1,1,1,1,1,1,1
2511166,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium ivorense,soil_microbe_db,Bradyrhizobium ivorense,1,1,1,1,1,1,1,1,1,1,1
1505087,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium centrolobii,soil_microbe_db,Bradyrhizobium centrolobii,1,1,1,1,1,1,1,1,1,1,1
190148,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium paxllaeri,soil_microbe_db,Bradyrhizobium paxllaeri,1,1,1,1,1,1,1,1,1,1,1
1274631,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium icense,soil_microbe_db,Bradyrhizobium icense,1,1,1,1,1,1,1,1,1,1,1
1300035,k__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Nitrobacteraceae;g__Bradyrhizobium;s__Bradyrhizobium retamae,soil_microbe_db,Bradyrhizobium retamae,1,1,1,1,1,1,1,1,1,1,1
