taxonomy_id,Species of interest,temperature_preference,pH_preference
550,Enterobacter cloacae,14.8,3.70896465970594
552,Erwinia amylovora,14.133333333333301,8.13789583370125
553,Pantoea ananatis,34.6666666666667,5.6281109510843
554,Pectobacterium carotovorum,12.8,2.52723864425645
562,Escherichia coli,20.5333333333333,2.3890637174486
565,Atlantibacter hermannii,21.85,2.3890637174486
569,Hafnia alvei,17.4,3.80261688978808
571,Klebsiella oxytoca,14.8,3.63622611181101
573,Klebsiella pneumoniae,15,5.13218593340264
577,Raoultella terrigena,30.3333333333333,2.52723864425645
582,Morganella morganii,14.6666666666667,3.23118289914827
585,Proteus vulgaris,15.4,2.71460709000647
587,Providencia rettgeri,0.575,3.58542962599743
588,Providencia stuartii,12.7,2.96174725187947
614,Serratia liquefaciens,20.8666666666667,5.5729170297157
615,Serratia marcescens,21.85,5.83612184279655
618,Serratia odorifera,14.8,2.3890637174486
628,Xenorhabdus nematophila,28.7333333333333,3.70896465970594
630,Yersinia enterocolitica,8.1,3.43687662950921
631,Yersinia intermedia,12.3333333333333,2.3890637174486
646,Aeromonas sobria,22.2333333333333,2.3890637174486
648,Aeromonas caviae,33.2,8.13789583370125
649,Aeromonas eucrenophila,1.36666666666667,2.3890637174486
650,Aeromonas jandaei,25.1333333333333,4.07748461172744
651,Aeromonas media,8.1,3.60426985034207
652,Aeromonas schubertii,40.0666666666667,2.3890637174486
654,Aeromonas veronii,12.7,8.13789583370125
656,Aeromonas allosaccharophila,1.46666666666667,2.96174725187947
666,Vibrio cholerae,41.1333333333333,8.33788275629021
668,Aliivibrio fischeri,10.2333333333333,2.72840578925429
670,Vibrio parahaemolyticus,22.6666666666667,3.03986226495913
674,Vibrio mimicus,15,2.60627378256233
676,Vibrio fluvialis,11.5333333333333,2.73493456305164
703,Plesiomonas shigelloides,1.46666666666667,2.56816732308612
714,Aggregatibacter actinomycetemcomitans,0.575,2.3890637174486
729,Haemophilus parainfluenzae,12.7,3.07386281000778
734,Haemophilus paracuniculus,7.8,4.00202030673139
777,Coxiella burnetii,0.6,3.3205280708808
817,Bacteroides fragilis,14.8,2.52723864425645
818,Bacteroides thetaiotaomicron,29.6666666666667,2.3890637174486
823,Parabacteroides distasonis,2.3,3.03986226495913
824,Campylobacter gracilis,10.4,3.82510148512045
831,Butyrivibrio fibrisolvens,14.133333333333301,2.58603382790421
833,Fibrobacter succinogenes,12.1666666666667,2.3890637174486
839,Xylanibacter ruminicola,12.3666666666667,3.23118289914827
847,Oxalobacter formigenes,1.46666666666667,2.56816732308612
850,Fusobacterium mortiferum,14.133333333333301,2.71460709000647
851,Fusobacterium nucleatum,16,2.58603382790421
853,Faecalibacterium prausnitzii,41.1333333333333,3.4
856,Fusobacterium varium,14.133333333333301,2.56816732308612
861,Fusobacterium ulcerans,13.4,2.58603382790421
870,Dichelobacter nodosus,2.3,3.91390348576282
876,Desulfovibrio desulfuricans,0.5,3.4
885,Desulfovibrio sp.,0.5,3.74834229268757
892,Desulfuromonas sp.,15.2666666666667,8.61273064255262
895,Desulfobulbus sp.,14.5,2.3890637174486
897,Desulfococcus multivorans,24.3333333333333,8.13789583370125
901,Desulfovibrio piger,41.1333333333333,2.3890637174486
905,Acidaminococcus fermentans,14.8,3.52642016665964
913,Nitrobacter winogradskyi,11.3333333333333,3.74834229268757
915,Nitrosomonas europaea,34.6666666666667,8.13789583370125
916,Nitrosomonas eutropha,32.3333333333333,2.56816732308612
917,Nitrosomonas marina,3.33333333333333,3.43687662950921
920,Acidithiobacillus ferrooxidans,0.575,3.43687662950921
921,Ancylobacter novellus,23.7333333333333,8.61273064255262
924,Thiobacillus sp.,0.5,8.33788275629021
926,Thiomonas intermedia,0.5,4.34251657514563
935,Thiomicrospira sp.,0.6,2.73493456305164
959,Bdellovibrio bacteriovorus,0.5,3.66752047018358
964,Herbaspirillum seropedicae,13.6666666666667,4.00202030673139
966,Oceanospirillum linum,2.3,3.03986226495913
971,Selenomonas ruminantium,12.3,3.74834229268757
983,Flavobacterium flevense,12.6,2.3890637174486
986,Flavobacterium johnsoniae,0.6,5.87539153833332
989,Marinilabilia salmonicolor,0.6,2.58603382790421
990,Breznakibacter xylanolyticus,0.6,2.52723864425645
991,Flavobacterium hydatis,28.1333333333333,2.71460709000647
996,Flavobacterium columnare,34.8333333333333,3.03986226495913
1003,Thermoflexibacter ruber,12.3,3.37433310719348
1004,Chitinophaga sancti,22.9666666666667,6.37411171300041
1010,Sphingobacterium mizutaii,0.6,2.52723864425645
1028,Marivirga sericea,14.4,4.3452131707757
1032,Thiothrix sp.,17.4,4.00202030673139
1042,Erythrobacter sp.,20.3333333333333,8.61273064255262
1044,Erythrobacter longus,11.2333333333333,2.52723864425645
1048,Marichromatium gracile,41.1333333333333,8.33633642433281
1052,Halorhodospira halochloris,0.6,3.80261688978808
1053,Halorhodospira halophila,41.1333333333333,8.33633642433281
1054,Ectothiorhodospira shaposhnikovii,12.3666666666667,2.3890637174486
1057,Thiococcus pfennigii,41.1333333333333,8.61273064255262
1058,Thiocapsa roseopersicina,24.3333333333333,4.61619444791291
1061,Rhodobacter capsulatus,9.05,8.61273064255262
1062,Rhodobacter sp.,21.85,3.74834229268757
1063,Cereibacter sphaeroides,22.9666666666667,8.33633642433281
1066,Rhodocyclus tenuis,0.5,4.61619444791291
1067,Rhodocyclus purpureus,0.5,4.98833136629135
1071,Rhodopila globiformis,9.7,3.6590530040928
1074,Rhodoblastus acidophilus,12.3,2.87747354607115
1076,Rhodopseudomonas palustris,13.3333333333333,2.3890637174486
1078,Rhodopseudomonas sp.,0.5,2.3890637174486
1079,Blastochloris viridis,13.6666666666667,4.69862598346006
1082,Magnetospirillum fulvum,13.6666666666667,3.74834229268757
1095,Chlorobium sp.,0.5,3.23118289914827
1098,Prosthecochloris vibrioformis,12.7,2.82723864425644
1100,Pelodictyon luteolum,0.575,3.03986226495913
1112,Erythrobacter neustonensis,25.2666666666667,4.57539153833332
1113,Porphyrobacter sp.,41.1333333333333,8.33788275629021
1147,Synechocystis sp. PCC 6714,10.2333333333333,2.56816732308612
1151,Oscillatoriales cyanobacterium,41.1333333333333,8.88413397239917
1153,Pseudanabaena sp.,11.6,2.58794272066278
1211,uncultured cyanobacterium,0.5,8.61273064255262
1231,Nitrosospira multiformis,0.5,5.95201476599375
1233,Nitrosovibrio tenuis,20.7666666666667,5.68945759926734
1264,Ruminococcus albus,13.6666666666667,3.03986226495913
1265,Ruminococcus flavefaciens,0.5,3.80261688978808
1270,Micrococcus luteus,41.1333333333333,8.33788275629021
1272,Kocuria varians,41.1333333333333,8.32472940737687
1274,Dermacoccus nishinomiyaensis,41.1333333333333,8.33788275629021
1275,Kocuria rosea,40.0666666666667,8.13789583370125
1286,Staphylococcus simulans,14.133333333333301,4.22722369951647
1288,Staphylococcus xylosus,12.7,2.91439260508263
1299,Deinococcus radiodurans,41.1333333333333,8.33788275629021
1303,Streptococcus oralis,31.2666666666667,3.58542962599743
1305,Streptococcus sanguinis,15.2666666666667,2.71460709000647
1307,Streptococcus suis,22.3333333333333,2.3890637174486
1308,Streptococcus thermophilus,11.5333333333333,8.33788275629021
1322,Blautia hansenii,18.8666666666667,3.43480804409216
1363,Lactococcus garvieae,12.6,3.77242876393764
1371,Marinococcus halophilus,20.7666666666667,2.58603382790421
1373,Planococcus citreus,16.2333333333333,2.3890637174486
1379,Gemella haemolysans,16.1333333333333,3.15082000919917
1390,Bacillus amyloliquefaciens,28.1,6.52035789032048
1393,Brevibacillus brevis,25.8333333333333,4.28300043011213
1396,Bacillus cereus,41.1333333333333,2.3890637174486
1398,Heyndrickxia coagulans,14.8,2.72840578925429
1399,Cytobacillus firmus,13.4,2.52723864425645
1401,Paenibacillus lautus,34.6666666666667,4.3452131707757
1404,Priestia megaterium,44.0333333333333,5.51242285584683
1405,Bacillus mycoides,14.05,7.83359119063645
1406,Paenibacillus polymyxa,0.575,8.13789583370125
1408,Bacillus pumilus,34.6666666666667,8.13789583370125
1421,Lysinibacillus sphaericus,13.9,2.71460709000647
1423,Bacillus subtilis,28.7333333333333,8.13789583370125
1426,Parageobacillus thermoglucosidasius,11,2.3890637174486
1428,Bacillus thuringiensis,29.5,2.3890637174486
1450,Alicyclobacillus acidoterrestris,0.6,3.43687662950921
1451,Paenibacillus amylolyticus,10.2333333333333,8.13789583370125
1452,Bacillus atrophaeus,34.6666666666667,8.13789583370125
1455,Bacillus badius,15,3.06472500578564
1457,Alicyclobacillus cycloheptanicus,22.9666666666667,3.80261688978808
1459,Sporosarcina globispora,25.5666666666667,7.42406572869327
1461,Psychrobacillus insolitus,14.5857142857143,7.42406572869327
1465,Brevibacillus laterosporus,0.575,3.80261688978808
1472,Paenibacillus pabuli,29.5,2.3890637174486
1478,Peribacillus simplex,26,5.76312196600321
1479,Bacillus smithii,1.8,4.88646038128395
1482,Virgibacillus halodenitrificans,14.133333333333301,2.87433274406995
1490,Paraclostridium bifermentans,28.3333333333333,3.34397618188694
1491,Clostridium botulinum,34.7333333333333,2.3890637174486
1492,Clostridium butyricum,32.3666666666667,2.47553919068647
1496,Clostridioides difficile,9.05,3.3205280708808
1501,Clostridium pasteurianum,23.5333333333333,6.42030784772571
1502,Clostridium perfringens,14.8,2.87433274406995
1506,Clostridium sp.,19.5,3.43687662950921
1509,Clostridium sporogenes,20.3666666666667,5.81509500943654
1515,Acetivibrio thermocellus,14.5333333333333,2.91439260508263
1520,Clostridium beijerinckii,0.5,3.23118289914827
1522,[Clostridium] innocuum,14.7333333333333,2.58603382790421
1525,Moorella thermoacetica,14.8,3.43687662950921
1526,[Clostridium] aminophilum,14.8,2.3890637174486
1527,Anaerocolumna aminovalerica,12.7,3.22178018720994
1528,Eubacterium barkeri,8.4,3.55769838605682
1531,Enterocloster clostridioformis,14,2.47553919068647
1532,Blautia coccoides,1.75,2.58603382790421
1533,Clostridium fallax,14.133333333333301,3.22497121832215
1535,[Clostridium] leptum,12.7,2.3890637174486
1538,Clostridium ljungdahlii,14.133333333333301,3.633587343529
1540,Clostridioides mangenotii,0.6,2.56816732308612
1542,Clostridium novyi,28.2666666666667,2.58603382790421
1544,Faecalicatena orotica,11.6,2.73493456305164
1553,Clostridium tetanomorphum,2.3,3.09508445068263
1571,Sporosarcina ureae,12.7,2.56816732308612
1575,Leifsonia xyli,41.1333333333333,8.61273064255262
1580,Levilactobacillus brevis,9.7,3.43687662950921
1583,Weissella confusa,14.133333333333301,3.32137648754476
1590,Lactiplantibacillus plantarum,12.8,2.3890637174486
1613,Limosilactobacillus fermentum,26.9,5.06931238686523
1623,Ligilactobacillus ruminis,11.2333333333333,2.77953964566369
1639,Listeria monocytogenes,10.4666666666667,2.91439260508263
1655,Actinomyces naeslundii,34.8333333333333,8.33788275629021
1656,Actinomyces viscosus,40.0666666666667,8.32472940737687
1657,Actinobaculum suis,34.6666666666667,3.03986226495913
1658,Actinomyces bovis,41.1333333333333,2.3890637174486
1660,Schaalia odontolytica,41.1333333333333,6.9401941590827
1661,Trueperella pyogenes,32.3666666666667,7.31473904679778
1664,Arthrobacter glacialis,41.1333333333333,2.3890637174486
1665,Arthrobacter globiformis,41.1333333333333,8.88413397239917
1670,Arthrobacter citreus,41.1333333333333,6.13198815436146
1671,Pseudarthrobacter oxydans,41.1333333333333,8.33788275629021
1673,Rhizobium viscosum,21.85,5.87539153833332
1676,Pseudarthrobacter polychromogenes,41.1333333333333,2.3890637174486
1677,Arthrobacter pascens,41.1333333333333,8.61273064255262
1680,Bifidobacterium adolescentis,34.7333333333333,6.94382573140775
1684,Bifidobacterium asteroides,39.2666666666667,7.41261203877718
1688,Bifidobacterium cuniculi,24.3333333333333,5.95201476599375
1692,Bifidobacterium magnum,11.6,2.56816732308612
1693,Bifidobacterium minimum,28.0333333333333,8.13789583370125
1703,Brevibacterium linens,35.7333333333333,6.80976272261739
1705,Corynebacterium stationis,33.2,2.77953964566369
1708,Cellulomonas fimi,41.1333333333333,8.61273064255262
1709,Cellulomonas biazotea,41.1333333333333,8.33788275629021
1710,Cellulosimicrobium cellulans,41.1333333333333,8.88413397239917
1712,Cellulomonas gelida,24.3333333333333,6.23043072053833
1713,Oerskovia turbata,41.1333333333333,8.32472940737687
1714,Cellulomonas uda,41.1333333333333,8.61273064255262
1717,Corynebacterium diphtheriae,25.2666666666667,8.13789583370125
1718,Corynebacterium glutamicum,1.6,2.3890637174486
1719,Corynebacterium pseudotuberculosis,14,3.03986226495913
1720,Corynebacterium sp.,41.1333333333333,8.61273064255262
1724,Corynebacterium renale,26.8142857142857,8.13789583370125
1727,Corynebacterium variabile,35.7333333333333,8.33788275629021
1736,Eubacterium limosum,11.2333333333333,2.3890637174486
1747,Cutibacterium acnes,26.4,8.13789583370125
1748,Acidipropionibacterium acidipropionici,34.7333333333333,6.80976272261739
1750,Arachnia propionica,22.6666666666667,6.73270357029432
1753,Propioniferax innocua,41.1333333333333,6.95833269876574
1768,Mycobacterium kansasii,7.83333333333333,3.41
1771,Mycolicibacterium phlei,41.1333333333333,7.77686320320922
1772,Mycolicibacterium smegmatis,41.1333333333333,8.33633642433281
1774,Mycobacteroides chelonae,41.1333333333333,8.33788275629021
1775,Mycobacterium cookii,9.05,2.70281664502773
1776,Mycolicibacterium flavescens,41.1333333333333,8.61273064255262
1777,Mycobacterium gastri,5.16666666666667,3.27218636384367
1778,Mycobacterium gordonae,8.5,2.95331659300818
1780,Mycobacterium malmoense,5.46666666666667,3.09768751008793
1781,Mycobacterium marinum,9.05,2.52723864425645
1782,Mycolicibacter nonchromogenicus,30.5,2.3890637174486
1783,Mycobacterium scrofulaceum,6.16666666666667,2.9754656042331
1784,Mycobacterium simiae,9.7,2.58794272066278
1785,Mycobacterium sp.,9.03333333333333,2.47553919068647
1786,Mycolicibacterium sphagni,25.2666666666667,5.40522669028102
1787,Mycobacterium szulgai,5.46666666666667,2.9754656042331
1788,Mycolicibacter terrae,41.1333333333333,2.3890637174486
1789,Mycobacterium xenopi,8.675,2.58794272066278
1790,Mycobacterium asiaticum,9.4,2.3890637174486
1791,Mycolicibacterium aurum,41.1333333333333,8.61273064255262
1792,Mycolicibacterium chitae,37.6666666666667,8.61273064255262
1793,Mycolicibacterium fallax,35.7333333333333,8.32472940737687
1794,Mycolicibacterium gadium,31.2666666666667,6.95833269876574
1795,Mycolicibacterium neoaurum,29.5,6.37411171300041
1797,Mycolicibacterium thermoresistibile,35.7333333333333,7.31473904679778
1798,Mycolicibacillus trivialis,33.7333333333333,8.32472940737687
1799,Mycolicibacterium aichiense,35.7333333333333,8.32472940737687
1800,Mycolicibacterium chubuense,30.3333333333333,6.55922630490075
1801,Mycolicibacterium diernhoferi,41.1333333333333,8.33633642433281
1802,Mycolicibacterium farcinogenes,31.2666666666667,6.55922630490075
1804,Mycolicibacterium gilvum,30.3333333333333,6.09732431867495
1807,Mycolicibacterium obuense,32.3666666666667,6.25988571802713
1816,Actinokineospora fastidiosa,41.1333333333333,8.61273064255262
1824,Nocardia asteroides,41.1333333333333,8.88413397239917
1828,Rhodococcus fascians,32.3666666666667,6.3684182006505
1829,Rhodococcus rhodochrous,41.1333333333333,8.33788275629021
1830,Rhodococcus ruber,41.1333333333333,8.61273064255262
1831,Rhodococcus sp. (in: high G+C Gram-positive bacteria),41.1333333333333,8.61273064255262
1833,Rhodococcus erythropolis,28.8333333333333,5.9878202613111
1836,Saccharopolyspora erythraea,41.1333333333333,8.88413397239917
1837,Saccharopolyspora hirsuta,41.1333333333333,8.61273064255262
1838,Saccharopolyspora hordei,41.1333333333333,8.61273064255262
1841,Nocardioides albus,41.1333333333333,8.33633642433281
1844,Nocardioides luteus,41.1333333333333,8.88413397239917
1848,Pseudonocardia thermophila,41.1333333333333,8.88413397239917
1852,Saccharomonospora viridis,41.1333333333333,8.61273064255262
1856,Frankia torreyi,37.5333333333333,7.41261203877718
1861,Geodermatophilus obscurus,44.0333333333333,8.88413397239917
1863,Dermatophilus congolensis,40.0666666666667,2.3890637174486
1868,Actinoplanes digitatis,41.1333333333333,8.88413397239917
1869,Actinoplanes utahensis,41.1333333333333,8.61273064255262
1874,Micromonospora chalcea,41.1333333333333,6.80976272261739
1877,Micromonospora echinospora,41.1333333333333,6.18034082391578
1880,Micromonospora olivasterospora,41.1333333333333,8.12450509873614
1881,Micromonospora viridifaciens,41.1333333333333,7.71016265527533
1885,Streptomyces actuosus,41.1333333333333,8.61273064255262
1886,Streptomyces albidoflavus,41.1333333333333,8.33788275629021
1887,Streptomyces albogriseolus,41.1333333333333,7.92457206871526
1888,Streptomyces albus,41.1333333333333,8.88413397239917
1889,Streptomyces ambofaciens,41.1333333333333,7.41261203877718
1890,Streptomyces antibioticus,41.1333333333333,8.88413397239917
1892,Streptomyces anulatus,41.1333333333333,8.32472940737687
1893,Streptomyces atratus,41.1333333333333,8.61273064255262
1894,Kitasatospora aureofaciens,33.7333333333333,8.61273064255262
1895,Streptomyces avidinii,41.1333333333333,8.32472940737687
1896,Streptomyces bikiniensis,41.1333333333333,8.33633642433281
1898,Streptomyces cacaoi,41.1333333333333,8.61273064255262
1901,Streptomyces clavuligerus,41.1333333333333,8.61273064255262
1903,Streptomyces corchorusii,35.7333333333333,8.33788275629021
1904,Streptomyces cyaneus,41.1333333333333,8.61273064255262
1905,Streptomyces exfoliatus,41.1333333333333,8.61273064255262
1906,Streptomyces fradiae,41.1333333333333,8.61273064255262
1907,Streptomyces glaucescens,41.1333333333333,8.61273064255262
1908,Streptomyces globisporus,41.1333333333333,8.33788275629021
1910,Streptomyces griseosporeus,41.1333333333333,7.74689586451203
1911,Streptomyces griseus,22.6666666666667,8.88413397239917
1912,Streptomyces hygroscopicus,30.7666666666667,8.61273064255262
1914,Streptomyces lavendulae,41.1333333333333,8.33788275629021
1915,Streptomyces lincolnensis,41.1333333333333,8.88413397239917
1919,Streptomyces microflavus,41.1333333333333,8.33788275629021
1920,Streptomyces nigrescens,40.0666666666667,7.32170460156407
1921,Streptomyces olivaceoviridis,41.1333333333333,8.33633642433281
1923,Streptomyces phaeochromogenes,41.1333333333333,8.61273064255262
1927,Streptomyces rimosus,41.1333333333333,8.61273064255262
1928,Streptomyces rochei,40.0666666666667,8.13789583370125
1929,Streptomyces rubiginosus,23.3666666666667,3.70896465970594
1932,Streptomyces tendae,41.1333333333333,2.3890637174486
1934,Streptomyces thermovulgaris,41.1333333333333,8.32472940737687
1935,Streptomyces violaceoruber,41.1333333333333,8.61273064255262
1936,Streptomyces violaceus,41.1333333333333,8.33788275629021
1938,Streptomyces viridochromogenes,41.1333333333333,8.61273064255262
1940,Streptomyces albireticuli,41.1333333333333,8.61273064255262
1942,Streptomyces goshikiensis,40.0666666666667,7.15595583205451
1943,Streptomyces griseoruber,41.1333333333333,8.32472940737687
1944,Streptomyces halstedii,41.1333333333333,8.61273064255262
1945,Streptomyces jumonjinensis,41.1333333333333,8.88413397239917
1946,Streptomyces kasugaensis,41.1333333333333,8.33788275629021
1951,Streptomyces purpureus,41.1333333333333,8.61273064255262
1954,Streptomyces brasiliensis,41.1333333333333,8.61273064255262
1957,Streptomyces sclerotialus,41.1333333333333,8.88413397239917
1960,Streptomyces vinaceus,41.1333333333333,7.57035895694337
1961,Streptomyces virginiae,39.2666666666667,8.61273064255262
1963,Streptomyces olivochromogenes,41.1333333333333,6.37411171300041
1967,Streptomyces kanamyceticus,41.1333333333333,8.61273064255262
1968,Streptomyces cellulosae,41.1333333333333,7.29123995371108
1969,Streptomyces chartreusis,41.1333333333333,8.33788275629021
1970,Streptomyces morookaense,41.1333333333333,8.61273064255262
1971,Streptomyces noursei,33.3333333333333,8.88413397239917
1991,Actinomadura cremea,35.3666666666667,7.19765031493402
1992,Thermomonospora echinospora,41.1333333333333,8.61273064255262
1993,Actinomadura madurae,41.1333333333333,8.61273064255262
1996,Microtetraspora glauca,22.6666666666667,8.88413397239917
1997,Microtetraspora fusca,41.1333333333333,2.3890637174486
1999,Planomonospora venezuelensis,30.3333333333333,2.3890637174486
2001,Streptosporangium roseum,41.1333333333333,2.3890637174486
2002,Streptosporangium amethystogenes,28.5333333333333,2.3890637174486
2017,Streptoalloteichus hindustanus,41.1333333333333,8.61273064255262
2021,Thermobifida fusca,41.1333333333333,2.3890637174486
2026,Thermoactinomyces vulgaris,12.7,2.97508479600117
2030,Kibdelosporangium aridum,41.1333333333333,8.88413397239917
2033,Microbacterium testaceum,41.1333333333333,8.88413397239917
