orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed,database_sources
aacoa[c],aacoa,MNXM133,MNXM133[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
hemeO[c],hemeO,MNXM727786,MNXM727786[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
4abut[e],4abut,MNXM192,MNXM192[e],e,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
2oph[c],2oph,MNXM1369628,MNXM1369628[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
ckdo[c],ckdo,MNXM737872,MNXM737872[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
glcr[c],glcr,MNXM744,MNXM744[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
gmhep7p[c],gmhep7p,MNXM739658,MNXM739658[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
od2coa[c],od2coa,MNXM741606,MNXM741606[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
agm[p],agm,MNXM328,MNXM328[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
chol[p],chol,MNXM90,MNXM90[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
3hpppn[p],3hpppn,MNXM1634,MNXM1634[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
dcmp[p],dcmp,MNXM266,dcmp[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
no[p],no,MNXM228,MNXM228[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, kegg, chebi"
murein4p4p[p],murein4p4p,MNXM88347,MNXM88347[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
tpalm2eACP[c],tpalm2eACP,MNXM29072,MNXM29072[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
pgp160[c],pgp160,MNXM734044,MNXM734044[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
pe160[c],pe160,MNXM32178,MNXM32178[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, chebi"
enlipa[p],enlipa,MNXM7670,MNXM7670[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
pg181[p],pg181,MNXM731815,MNXM731815[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, chebi"
nadhx__R[c],nadhx__R,nadhx__R,nadhx__R[c],c,FALSE,Unchanged,FALSE,None
2cpr5p[c],2cpr5p,MNXM1455,MNXM1455[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
dcmp[c],dcmp,MNXM266,dcmp[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
dgmp[c],dgmp,MNXM546,MNXM546[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
2dmmq8[c],2dmmq8,MNXM2178,MNXM2178[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, chebi"
26dap__M[e],26dap__M,MNXM529,MNXM529[e],e,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
pppn[c],pppn,MNXM1403,MNXM1403[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
malthx[c],malthx,MNXM728029,MNXM728029[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
ddca[e],ddca,MNXM162258,MNXM162258[e],e,TRUE,MetanetX conversion,FALSE,"metanetx, bigg"
octeACP[c],octeACP,MNXM89950,MNXM89950[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg"
cys__L[p],cys__L,MNXM738067,MNXM738067[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
arbtn_fe3[p],arbtn_fe3,MNXM1101937,MNXM1101937[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
orn[p],orn,MNXM741174,MNXM741174[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
asp__L[p],asp__L,MNXM735837,MNXM735837[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
crn[p],crn,MNXM731667,MNXM731667[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
pro__L[p],pro__L,MNXM114,MNXM114[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
co2[p],co2,MNXM13,MNXM13[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
fe3[c],fe3,MNXM196,MNXM196[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
fad[e],fad,fad,fad[e],e,FALSE,Unchanged,FALSE,None
dopa[p],dopa,MNXM205,MNXM205[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
g3pc[p],g3pc,MNXM1370176,MNXM1370176[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
anhgm3p[p],anhgm3p,MNXM63489,MNXM63489[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
anhm4p[c],anhm4p,MNXM737948,MNXM737948[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
udcpp[p],udcpp,MNXM733031,MNXM733031[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
mg2[p],mg2,MNXM653,MNXM653[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
cyan[p],cyan,MNXM254,MNXM254[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
mercppyr[c],mercppyr,MNXM1214,MNXM1214[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
udpg[p],udpg,MNXM739642,MNXM739642[p],p,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed, kegg, chebi"
fe3dhbzs[e],fe3dhbzs,MNXM5748,MNXM5748[e],e,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
t3c7mrseACP[c],t3c7mrseACP,MNXM5960,MNXM5960[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
t3c11vaceACP[c],t3c11vaceACP,MNXM5958,MNXM5958[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
pg180[c],pg180,MNXM75102,MNXM75102[c],c,TRUE,MetanetX conversion,FALSE,"metanetx, bigg, seed"
