"file_name","processing_success","processing_time","pattern_detected","metabolites_total","metabolites_converted","conversion_rate","problems_detected","error_message"
"Gymnopus_androsaceus_JB14_GCA_009733575.1.sbml",TRUE,35.081339597702,"simple_bigg",1658,NA,55.6,0,NA
"Laetiporus_sulphureus_93_53_gca_001632365.Laesu1.sbml",TRUE,33.0302703380585,"simple_bigg",1554,NA,59.3,0,NA
"Leucosporidium_creatinivorum_gca_002105055.Leucr1.sbml",TRUE,35.3660628795624,"simple_bigg",1725,NA,54.7,0,NA
"Metarhizium_acridum_CQMa_102_GCF_000187405.1.sbml",TRUE,36.2046320438385,"simple_bigg",1726,NA,56.7,0,NA
"Metarhizium_album_arsef_1941_gca_000804445.MAM_1.0_for_version_1_of_the_Metarhizium_album_genome.sbml",TRUE,33.3307976722717,"simple_bigg",1624,NA,56.8,0,NA
"Metarhizium_anisopliae_arsef_23_gca_000187425.MAA_2.0.sbml",TRUE,35.5207831859589,"simple_bigg",1747,NA,57.6,0,NA
"Metarhizium_anisopliae_arsef_549_gca_000814975.MAN_1.0.sbml",TRUE,33.0862989425659,"simple_bigg",1667,NA,57.3,0,NA
"Metarhizium_anisopliae_brip_53284_gca_000426985.ASM42698v1.sbml",TRUE,34.4514198303223,"simple_bigg",1675,NA,58.7,0,NA
"Metarhizium_anisopliae_brip_53293_gca_000426965.ASM42696v1.sbml",TRUE,33.0757415294647,"simple_bigg",1631,NA,58.7,0,NA
"Metarhizium_anisopliae_gca_000739145.Metarhizium_anisopliae.sbml",TRUE,34.5991947650909,"simple_bigg",1705,NA,57.3,0,NA
"Metarhizium_brunneum_ARSEF_3297_GCF_000814965.1.sbml",TRUE,33.7997629642487,"simple_bigg",1671,NA,57.6,0,NA
"Metarhizium_guizhouense_arsef_977_gca_000814955.MGU_1.0.sbml",TRUE,33.8328657150269,"simple_bigg",1669,NA,57.9,0,NA
"Metarhizium_majus_arsef_297_gca_000814945.MAJ_1.0.sbml",TRUE,33.9564154148102,"simple_bigg",1689,NA,58.1,0,NA
"Metarhizium_rileyi_Cep018-CH2_GCA_007866325.1.sbml",TRUE,34.4105050563812,"simple_bigg",1688,NA,57.2,0,NA
"Metarhizium_rileyi_rcef_4871_gca_001636745.NOR_1.0.sbml",TRUE,34.8738131523132,"simple_bigg",1713,NA,55.9,0,NA
"Metarhizium_robertsii_ARSEF_23_GCF_000187425.2-O--146.28500620205529.sbml.sbml",TRUE,25.2907848358154,"simple_bigg",994,NA,71.9,0,NA
"Metarhizium_robertsii_ARSEF_23_GCF_000187425.2.sbml",TRUE,37.2984614372253,"simple_bigg",1963,NA,59.7,0,NA
"Metarhizium_robertsii_gca_000591435.MR2010_11_27.sbml",TRUE,35.1765036582947,"simple_bigg",1697,NA,58.1,0,NA
"Mortierella_elongata_ag_77_gca_001651415.Mortierella_elongata_AG-77_v2.0.sbml",TRUE,34.4950547218323,"simple_bigg",1694,NA,55.5,0,NA
"Mucor_ambiguus_gca_000950595.ASM95059v1.sbml",TRUE,33.4899718761444,"simple_bigg",1628,NA,55.5,0,NA
"Mucor_circinelloides_f_circinelloides_1006phl_gca_000401635.Muco_sp_1006Ph_V1.sbml",TRUE,33.4903812408447,"simple_bigg",1594,NA,56.8,0,NA
"Mucor_circinelloides_f_lusitanicus_cbs_277_49_gca_001638945.Mucci2.sbml",TRUE,33.0368070602417,"simple_bigg",1613,NA,56.3,0,NA
"Oidiodendron_maius_zn_gca_000827325.Oidiodendron_maius_Zn_v1.0.sbml",TRUE,35.8582339286804,"simple_bigg",1826,NA,56.3,0,NA
"Penicillium_antarcticum_gca_002072345.ASM207234v1.sbml",TRUE,34.6027376651764,"simple_bigg",1687,NA,57.2,0,NA
"Penicillium_arizonense_CBS_141311_GCF_001773325.1.sbml",TRUE,35.5417394638062,"simple_bigg",1850,NA,57,0,NA
"Penicillium_brasilianum_gca_001048715.Pbras_Allpaths-LG.sbml",TRUE,35.7627685070038,"simple_bigg",1753,NA,56.5,0,NA
"Penicillium_brasilianum_gca_002016555.ASM201655v1.sbml",TRUE,34.0275433063507,"simple_bigg",1709,NA,56,0,NA
"Penicillium_camemberti_fm_013_gca_000513335.PCAMFM013_20131106.sbml",TRUE,35.5050811767578,"simple_bigg",1719,NA,59.7,0,NA
"Penicillium_chrysogenum_gca_000710275.ASM71027v1.sbml",TRUE,35.3255941867828,"simple_bigg",1784,NA,57.2,0,NA
"Penicillium_coprophilum_gca_002072405.ASM207240v1.sbml",TRUE,34.8657484054565,"simple_bigg",1730,NA,55.1,0,NA
"Penicillium_decumbens_gca_002072245.ASM207224v1.sbml",TRUE,34.4590177536011,"simple_bigg",1700,NA,56.1,0,NA
"Penicillium_digitatum_pd1_gca_000315645.PdigPd1_v1.sbml",TRUE,35.4482865333557,"simple_bigg",1743,NA,57.1,0,NA
"Penicillium_digitatum_Pd1_GCF_000315645.1.sbml",TRUE,34.7842762470245,"simple_bigg",1744,NA,56.7,0,NA
"Penicillium_digitatum_phi26_gca_000315665.PdigPHI26_v1.sbml",TRUE,33.7650136947632,"simple_bigg",1690,NA,56.6,0,NA
"Penicillium_expansum_gca_000769735.ASM76973v1.sbml",TRUE,35.5956528186798,"simple_bigg",1758,NA,56.9,0,NA
"Penicillium_expansum_gca_000769745.ASM76974v1.sbml",TRUE,34.6266922950745,"simple_bigg",1738,NA,57.1,0,NA
"Penicillium_expansum_gca_000769755.PEX1.sbml",TRUE,34.9595897197723,"simple_bigg",1746,NA,56.4,0,NA
"Penicillium_expansum_MD-8_GCF_000769745.1.sbml",TRUE,35.6778109073639,"simple_bigg",1784,NA,57.3,0,NA
"Penicillium_flavigenum_gca_002072365.ASM207236v1.sbml",TRUE,33.7388615608215,"simple_bigg",1708,NA,56.2,0,NA
"Penicillium_freii_gca_001513925.ASM151392v1.sbml",TRUE,34.8798110485077,"simple_bigg",1777,NA,57.9,0,NA
"Penicillium_griseofulvum_gca_001561935.ASM156193v1.sbml",TRUE,34.6091151237488,"simple_bigg",1714,NA,57.3,0,NA
"Penicillium_italicum_gca_000769765.ASM76976v1.sbml",TRUE,34.8968069553375,"simple_bigg",1734,NA,56.6,0,NA
"Penicillium_nalgiovense_gca_002072425.ASM207242v1.sbml",TRUE,35.9869029521942,"simple_bigg",1794,NA,57.1,0,NA
"Penicillium_nordicum_gca_001278595.ASM127859v1.sbml",TRUE,34.8043947219849,"simple_bigg",1777,NA,56.9,0,NA
"Penicillium_occitanis_gca_002382835.ASM238283v1.sbml",TRUE,35.1230747699738,"simple_bigg",1684,NA,56.4,0,NA
"Penicillium_occitanis_gca_002382855.ASM238285v1.sbml",TRUE,33.7978093624115,"simple_bigg",1693,NA,56.3,0,NA
"Penicillium_oxalicum_114_2_gca_000346795.pde_v1.0.sbml",TRUE,35.3894097805023,"simple_bigg",1729,NA,57.8,0,NA
"Penicillium_polonicum_gca_002072265.ASM207226v1.sbml",TRUE,34.9519498348236,"simple_bigg",1775,NA,56.1,0,NA
"Penicillium_roqueforti_fm164_gca_000513255.PROQFM164_20130607.sbml",TRUE,35.3611464500427,"simple_bigg",1802,NA,57.5,0,NA
"Penicillium_rubens_Wisconsin_54-1255_GCF_000226395.1.sbml",TRUE,35.8295423984528,"simple_bigg",1778,NA,57.3,0,NA
"Penicillium_solitum_gca_002072235.ASM207223v1.sbml",TRUE,34.2982399463654,"simple_bigg",1749,NA,57.6,0,NA
"Penicillium_steckii_gca_002072375.ASM207237v1.sbml",TRUE,35.5457558631897,"simple_bigg",1773,NA,55.8,0,NA
"Penicillium_subrubescens_gca_001908125.ASM190812v1.sbml",TRUE,34.9357821941376,"simple_bigg",1726,NA,56.5,0,NA
"Penicillium_vulpinum_gca_002072255.ASM207225v1.sbml",TRUE,34.1540277004242,"simple_bigg",1702,NA,56.2,0,NA
"Phialophora_americana_gca_000835435.Capr_semi_CBS27337_V1.sbml",TRUE,35.9172587394714,"simple_bigg",1753,NA,56.5,0,NA
"Phialophora_attae_gca_001299255.ASM129925v1.sbml",TRUE,35.2508306503296,"simple_bigg",1796,NA,55.7,0,NA
"Phialophora_attinorum_CBS_131958_GCF_001299255.1.sbml",TRUE,34.9467763900757,"simple_bigg",1751,NA,55.9,0,NA
"Piloderma_croceum_f_1598_gca_000827315.Piloderma_croceum_F_1598_v1.0.sbml",TRUE,31.8747291564941,"simple_bigg",1438,NA,60.3,0,NA
"Pleurotus_ostreatus_pc15_gca_000697685.PleosPC15_2.sbml",TRUE,34.5698394775391,"simple_bigg",1673,NA,58.1,0,NA
