orig_met,without_compartment,new_met,new_met_out,compartment,conversion_successful,conversion_type,encoding_issues_fixed
iad[e],iad,MNXM2239,MNXM2239[e],e,TRUE,MetanetX conversion,FALSE
ibutoh[e],ibutoh,MNXM5188,MNXM5188[e],e,TRUE,MetanetX conversion,FALSE
id3acald[e],id3acald,MNXM518,MNXM518[e],e,TRUE,MetanetX conversion,FALSE
idtL[e],idtL,idtL,idtL[e],e,FALSE,Unchanged,FALSE
ileL[e],ileL,ileL,ileL[e],e,FALSE,Unchanged,FALSE
inost[e],inost,MNXM1105941,MNXM1105941[e],e,TRUE,MetanetX conversion,FALSE
leuL[e],leuL,leuL,leuL[e],e,FALSE,Unchanged,FALSE
malttr[e],malttr,MNXM1104527,MNXM1104527[e],e,TRUE,MetanetX conversion,FALSE
mandelateS[e],mandelateS,mandelateS,mandelateS[e],e,FALSE,Unchanged,FALSE
metha[e],metha,metha,metha[e],e,FALSE,Unchanged,FALSE
methionol[e],methionol,methionol,methionol[e],e,FALSE,Unchanged,FALSE
mmtsa[e],mmtsa,MNXM1105058,MNXM1105058[e],e,TRUE,MetanetX conversion,FALSE
mmtsa[c],mmtsa,MNXM1105058,MNXM1105058[c],c,TRUE,MetanetX conversion,FALSE
nac[e],nac,MNXM274,MNXM274[e],e,TRUE,MetanetX conversion,FALSE
5oxpro[e],5oxpro,MNXM722719,MNXM722719[e],e,TRUE,MetanetX conversion,FALSE
pacald[e],pacald,MNXM473,MNXM473[e],e,TRUE,MetanetX conversion,FALSE
pad[e],pad,MNXM2073,MNXM2073[e],e,TRUE,MetanetX conversion,FALSE
cellobiose[e],cellobiose,cellobiose,cellobiose[e],e,FALSE,Unchanged,FALSE
3hmp[e],3hmp,MNXM1105921,MNXM1105921[e],e,TRUE,MetanetX conversion,FALSE
3hmp[c],3hmp,MNXM1105921,MNXM1105921[c],c,TRUE,MetanetX conversion,FALSE
aacald[e],aacald,MNXM2212,MNXM2212[e],e,TRUE,MetanetX conversion,FALSE
pheglx[e],pheglx,pheglx,pheglx[e],e,FALSE,Unchanged,FALSE
rhamlac[e],rhamlac,rhamlac,rhamlac[e],e,FALSE,Unchanged,FALSE
ribD[e],ribD,ribD,ribD[e],e,FALSE,Unchanged,FALSE
rmn[e],rmn,MNXM1364455,MNXM1364455[e],e,TRUE,MetanetX conversion,FALSE
salcn[e],salcn,MNXM2561,MNXM2561[e],e,TRUE,MetanetX conversion,FALSE
serL[e],serL,serL,serL[e],e,FALSE,Unchanged,FALSE
ggdp[e],ggdp,MNXM728266,MNXM728266[e],e,TRUE,MetanetX conversion,FALSE
sucsal[e],sucsal,MNXM172,MNXM172[e],e,TRUE,MetanetX conversion,FALSE
sucsal[c],sucsal,MNXM172,MNXM172[c],c,TRUE,MetanetX conversion,FALSE
thm[e],thm,MNXM730135,MNXM730135[e],e,TRUE,MetanetX conversion,FALSE
thrL[e],thrL,thrL,thrL[e],e,FALSE,Unchanged,FALSE
urea[e],urea,MNXM117,MNXM117[e],e,TRUE,MetanetX conversion,FALSE
valL[e],valL,valL,valL[e],e,FALSE,Unchanged,FALSE
vanlt[e],vanlt,MNXM982,MNXM982[e],e,TRUE,MetanetX conversion,FALSE
34dhstyrene[e],34dhstyrene,34dhstyrene,34dhstyrene[e],e,FALSE,Unchanged,FALSE
xylt[e],xylt,MNXM737068,MNXM737068[e],e,TRUE,MetanetX conversion,FALSE
xyluD[e],xyluD,xyluD,xyluD[e],e,FALSE,Unchanged,FALSE
zymst[e],zymst,MNXM738369,MNXM738369[e],e,TRUE,MetanetX conversion,FALSE
mevR[e],mevR,MNXM1105057,MNXM1105057[e],e,TRUE,MetanetX conversion,FALSE
malL[e],malL,malL,malL[e],e,FALSE,Unchanged,FALSE
3pg[e],3pg,MNXM727604,MNXM727604[e],e,TRUE,MetanetX conversion,FALSE
6pgc[e],6pgc,MNXM734080,MNXM734080[e],e,TRUE,MetanetX conversion,FALSE
g1p[e],g1p,MNXM1364357,MNXM1364357[e],e,TRUE,MetanetX conversion,FALSE
g6p[e],g6p,MNXM1364259,MNXM1364259[e],e,TRUE,MetanetX conversion,FALSE
man1p[e],man1p,MNXM1106057,MNXM1106057[e],e,TRUE,MetanetX conversion,FALSE
T4hcinnm[e],T4hcinnm,MNXM1370998,MNXM1370998[e],e,TRUE,MetanetX conversion,FALSE
34dmbzld[x],34dmbzld,34dmbzld,34dmbzld[x],x,FALSE,Unchanged,FALSE
34dmbzol[x],34dmbzol,34dmbzol,34dmbzol[x],x,FALSE,Unchanged,FALSE
ac[x],ac,MNXM26,MNXM26[x],x,TRUE,MetanetX conversion,FALSE
gam6p[x],gam6p,MNXM1104065,MNXM1104065[x],x,TRUE,MetanetX conversion,FALSE
acgam6p[x],acgam6p,MNXM1364319,MNXM1364319[x],x,TRUE,MetanetX conversion,FALSE
oaa[r],oaa,MNXM46,MNXM46[r],r,TRUE,MetanetX conversion,FALSE
aspL[r],aspL,aspL,aspL[r],r,FALSE,Unchanged,FALSE
phpyr[m],phpyr,MNXM730221,MNXM730221[m],m,TRUE,MetanetX conversion,FALSE
pheL[m],pheL,pheL,pheL[m],m,FALSE,Unchanged,FALSE
34hpp[r],34hpp,MNXM153,MNXM153[r],r,TRUE,MetanetX conversion,FALSE
tyrL[r],tyrL,tyrL,tyrL[r],r,FALSE,Unchanged,FALSE
adipate[x],adipate,adipate,adipate[x],x,FALSE,Unchanged,FALSE
succoa[x],succoa,MNXM1104774,MNXM1104774[x],x,TRUE,MetanetX conversion,FALSE
adpcoa[x],adpcoa,MNXM1104115,MNXM1104115[x],x,TRUE,MetanetX conversion,FALSE
succ[x],succ,MNXM25,MNXM25[x],x,TRUE,MetanetX conversion,FALSE
bzalc[e],bzalc,MNXM562,MNXM562[e],e,TRUE,MetanetX conversion,FALSE
f1p[x],f1p,MNXM1104787,MNXM1104787[x],x,TRUE,MetanetX conversion,FALSE
fru[x],fru,MNXM1364246,MNXM1364246[x],x,TRUE,MetanetX conversion,FALSE
ac[e],ac,MNXM26,MNXM26[e],e,TRUE,MetanetX conversion,FALSE
bzalc[c],bzalc,MNXM562,MNXM562[c],c,TRUE,MetanetX conversion,FALSE
cysL[e],cysL,cysL,cysL[e],e,FALSE,Unchanged,FALSE
orot[e],orot,MNXM235,MNXM235[e],e,TRUE,MetanetX conversion,FALSE
no3[c],no3,MNXM732398,MNXM732398[c],c,TRUE,MetanetX conversion,FALSE
no2[c],no2,MNXM107,MNXM107[c],c,TRUE,MetanetX conversion,FALSE
icit[e],icit,MNXM89661,MNXM89661[e],e,TRUE,MetanetX conversion,FALSE
fol[c],fol,MNXM617,MNXM617[c],c,TRUE,MetanetX conversion,FALSE
no2[e],no2,MNXM107,MNXM107[e],e,TRUE,MetanetX conversion,FALSE
argL[e],argL,argL,argL[e],e,FALSE,Unchanged,FALSE
ala_B[e],ala_B,MNXM144,MNXM144[e],e,TRUE,MetanetX conversion,FALSE
4hdbzld[r],4hdbzld,4hdbzld,4hdbzld[r],r,FALSE,Unchanged,FALSE
4hdbzol[r],4hdbzol,4hdbzol,4hdbzol[r],r,FALSE,Unchanged,FALSE
amp[e],amp,MNXM728294,MNXM728294[e],e,TRUE,MetanetX conversion,FALSE
oca[e],oca,MNXM114347,MNXM114347[e],e,TRUE,MetanetX conversion,FALSE
gam6p[e],gam6p,MNXM1104065,MNXM1104065[e],e,TRUE,MetanetX conversion,FALSE
bcryptox[c],bcryptox,MNXM729608,MNXM729608[c],c,TRUE,MetanetX conversion,FALSE
zeax[c],zeax,MNXM1364808,MNXM1364808[c],c,TRUE,MetanetX conversion,FALSE
9Zhxda[e],9Zhxda,9Zhxda,9Zhxda[e],e,FALSE,Unchanged,FALSE
zeax[e],zeax,MNXM1364808,MNXM1364808[e],e,TRUE,MetanetX conversion,FALSE
tol[c],tol,MNXM889,MNXM889[c],c,TRUE,MetanetX conversion,FALSE
fol[e],fol,MNXM617,MNXM617[e],e,TRUE,MetanetX conversion,FALSE
gly[e],gly,MNXM29,MNXM29[e],e,TRUE,MetanetX conversion,FALSE
no3[e],no3,MNXM732398,MNXM732398[e],e,TRUE,MetanetX conversion,FALSE
tol[e],tol,MNXM889,MNXM889[e],e,TRUE,MetanetX conversion,FALSE
34dmbzld[c],34dmbzld,34dmbzld,34dmbzld[c],c,FALSE,Unchanged,FALSE
34dmbzol[c],34dmbzol,34dmbzol,34dmbzol[c],c,FALSE,Unchanged,FALSE
pe[m],pe,pe,pe[m],m,FALSE,Unchanged,FALSE
pap[e],pap,MNXM1103458,MNXM1103458[e],e,TRUE,MetanetX conversion,FALSE
so3[e],so3,MNXM726339,MNXM726339[e],e,TRUE,MetanetX conversion,FALSE
taur[e],taur,MNXM282,MNXM282[e],e,TRUE,MetanetX conversion,FALSE
dmgly[e],dmgly,MNXM464,MNXM464[e],e,TRUE,MetanetX conversion,FALSE
dmgly[c],dmgly,MNXM464,MNXM464[c],c,TRUE,MetanetX conversion,FALSE
proL[e],proL,proL,proL[e],e,FALSE,Unchanged,FALSE
cystL[e],cystL,cystL,cystL[e],e,FALSE,Unchanged,FALSE
msa[e],msa,MNXM1369748,MNXM1369748[e],e,TRUE,MetanetX conversion,FALSE
msa[c],msa,MNXM1369748,MNXM1369748[c],c,TRUE,MetanetX conversion,FALSE
gmp[e],gmp,MNXM1101285,MNXM1101285[e],e,TRUE,MetanetX conversion,FALSE
9Zocda[e],9Zocda,9Zocda,9Zocda[e],e,FALSE,Unchanged,FALSE
tym[e],tym,MNXM603,MNXM603[e],e,TRUE,MetanetX conversion,FALSE
4abz[e],4abz,MNXM421,MNXM421[e],e,TRUE,MetanetX conversion,FALSE
icit[x],icit,MNXM89661,MNXM89661[x],x,TRUE,MetanetX conversion,FALSE
acald[x],acald,MNXM75,MNXM75[x],x,TRUE,MetanetX conversion,FALSE
4hdbzld[x],4hdbzld,4hdbzld,4hdbzld[x],x,FALSE,Unchanged,FALSE
4hdbzol[x],4hdbzol,4hdbzol,4hdbzol[x],x,FALSE,Unchanged,FALSE
e4p[x],e4p,MNXM258,MNXM258[x],x,TRUE,MetanetX conversion,FALSE
s7p[x],s7p,MNXM733314,MNXM733314[x],x,TRUE,MetanetX conversion,FALSE
xu5pD[x],xu5pD,xu5pD,xu5pD[x],x,FALSE,Unchanged,FALSE
